StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28
25/01/2021 4:21,25/01/2021 4:30,IP Address,100,537,TRUE,25/01/2021 4:30,R_1rjNuEMp7xRHXRr,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,not acceptable,totally acceptable,not at all acceptable,totally acceptable,acceptable,totally acceptable,not at all acceptable,acceptable,somewhat acceptable,totally acceptable,not at all acceptable,strongly disagree,somewhat disagree,Don't know,somewhat agree,somewhat disagree,neutral,somewhat agree,Don't know,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Ireland,Master / diploma,Employed,"3,601 - 5,000 Euro"
25/01/2021 4:32,25/01/2021 4:39,IP Address,100,412,TRUE,25/01/2021 4:39,R_DoEn6UMNbbWJMzv,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,somewhat not acceptable,acceptable,somewhat acceptable,acceptable,totally acceptable,acceptable,acceptable,totally acceptable,acceptable,totally acceptable,neutral,agree,agree,somewhat agree,agree,agree,disagree,somewhat agree,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Germany,Bachelor,Student,"under 1,300 Euro"
25/01/2021 4:29,25/01/2021 4:40,IP Address,100,640,TRUE,25/01/2021 4:40,R_2DZZpgQUjjS0M8O,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,somewhat acceptable,totally acceptable,neutral,acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,somewhat acceptable,acceptable,agree,somewhat agree,agree,agree,disagree,disagree,agree,agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Germany,Doctorate / PhD,Employed,"2,601 - 3,600 Euro"
25/01/2021 5:19,25/01/2021 5:45,IP Address,100,1505,TRUE,25/01/2021 5:45,R_rjykS9slmww9g65,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,acceptable,somewhat not acceptable,acceptable,somewhat not acceptable,somewhat acceptable,somewhat acceptable,acceptable,totally acceptable,somewhat acceptable,not acceptable,totally acceptable,disagree,somewhat agree,neutral,agree,Don't know,somewhat agree,disagree,Don't know,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,65+,Germany,Master / diploma,Retired,"1,701 - 2,600 Euro"
25/01/2021 4:29,25/01/2021 12:54,IP Address,100,30287,TRUE,25/01/2021 12:54,R_2YfTNJ1bZqVMywl,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,somewhat not acceptable,acceptable,not acceptable,acceptable,somewhat not acceptable,acceptable,somewhat not acceptable,acceptable,not acceptable,acceptable,somewhat acceptable,neutral,somewhat disagree,somewhat disagree,neutral,agree,agree,disagree,agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,65+,Australia,Master / diploma,Retired,"1,701 - 2,600 Euro"
25/01/2021 14:07,25/01/2021 14:26,IP Address,100,1103,TRUE,25/01/2021 14:26,R_1rvTaIBDoJ4lil6,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",totally acceptable,totally acceptable,acceptable,not acceptable,totally acceptable,acceptable,neutral,acceptable,neutral,totally acceptable,totally acceptable,neutral,strongly agree,strongly agree,agree,somewhat agree,somewhat disagree,somewhat disagree,agree,neutral,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
25/01/2021 13:59,25/01/2021 14:41,IP Address,100,2499,TRUE,25/01/2021 14:57,R_BqPG5mY72mFpS6t,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,acceptable,totally acceptable,somewhat not acceptable,totally acceptable,totally acceptable,totally acceptable,not at all acceptable,totally acceptable,somewhat not acceptable,totally acceptable,acceptable,agree,somewhat agree,Don't know,somewhat agree,somewhat agree,somewhat agree,agree,strongly agree,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Germany,Master / diploma,Employed,"2,601 - 3,600 Euro"
25/01/2021 16:37,25/01/2021 16:47,IP Address,100,629,TRUE,25/01/2021 16:47,R_331OAx7Y03NtEUT,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,acceptable,somewhat acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,somewhat acceptable,acceptable,neutral,neutral,strongly agree,agree,agree,agree,somewhat agree,disagree,strongly agree,strongly agree,somewhat agree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Doctorate / PhD,Employed,"more than 5,000 Euro"
25/01/2021 17:43,25/01/2021 18:05,IP Address,100,1349,TRUE,25/01/2021 18:05,R_2uweobnHrQfxxgz,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",somewhat acceptable,acceptable,somewhat acceptable,not acceptable,acceptable,not acceptable,acceptable,not acceptable,acceptable,somewhat acceptable,acceptable,acceptable,agree,somewhat agree,neutral,somewhat agree,somewhat disagree,disagree,agree,agree,neutral,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Australia,Doctorate / PhD,Employed,"more than 5,000 Euro"
25/01/2021 20:07,25/01/2021 20:18,IP Address,100,617,TRUE,25/01/2021 20:18,R_2wpBky4Kg5Udl28,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,somewhat acceptable,totally acceptable,acceptable,acceptable,totally acceptable,acceptable,acceptable,acceptable,acceptable,totally acceptable,acceptable,neutral,agree,Don't know,Don't know,agree,agree,Don't know,Don't know,Don't know,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,United States,Master / diploma,Not Employed,"more than 5,000 Euro"
25/01/2021 21:12,25/01/2021 21:21,IP Address,100,540,TRUE,25/01/2021 21:21,R_1jxPrjCq5qK4Ewv,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,acceptable,acceptable,acceptable,totally acceptable,somewhat acceptable,acceptable,somewhat acceptable,acceptable,totally acceptable,acceptable,totally acceptable,neutral,somewhat agree,agree,agree,neutral,disagree,neutral,somewhat disagree,Don't know,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Bachelor,Employed,"3,601 - 5,000 Euro"
26/01/2021 4:24,26/01/2021 4:38,IP Address,100,854,TRUE,26/01/2021 4:38,R_1jO0r09LXH01m9j,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,acceptable,acceptable,somewhat not acceptable,totally acceptable,not acceptable,acceptable,not acceptable,not acceptable,acceptable,acceptable,not acceptable,somewhat disagree,somewhat agree,disagree,agree,Don't know,agree,somewhat agree,strongly agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,45-54,Germany,Doctorate / PhD,Employed,"more than 5,000 Euro"
